1785859238.303747 server started (2970769): version 3.4, socket /tmp/tmux-1001/default, protocol 8
1785859238.303791 on Linux 6.8.0-101-generic #101-Ubuntu SMP PREEMPT_DYNAMIC Mon Feb  9 10:15:05 UTC 2026
1785859238.303800 using libevent 2.1.12-stable poll
1785859238.303804 using ncurses 6.4 20240113
1785859238.455266 utf8_to_data: 4100006f -> (1 1 o)
1785859238.455268 utf8_to_data: 4100006f -> (1 1 o)
1785859238.455271 utf8_to_data: 41000074 -> (1 1 t)
1785859238.455274 utf8_to_data: 41000022 -> (1 1 ")
1785859238.455277 utf8_to_data: 41000029 -> (1 1 ))
1785859238.455280 utf8_to_data: 4100002c -> (1 1 ,)
1785859238.455283 utf8_to_data: 41000020 -> (1 1  )
1785859238.455286 utf8_to_data: 41000075 -> (1 1 u)
1785859238.455289 utf8_to_data: 41000073 -> (1 1 s)
1785859238.455292 utf8_to_data: 41000065 -> (1 1 e)
1785859238.455295 utf8_to_data: 41000020 -> (1 1  )
1785859238.455299 utf8_to_data: 41000022 -> (1 1 ")
1785859238.455303 utf8_to_data: 41000073 -> (1 1 s)
1785859238.455307 utf8_to_data: 41000075 -> (1 1 u)
1785859238.455312 utf8_to_data: 41000064 -> (1 1 d)
1785859238.455317 utf8_to_data: 4100006f -> (1 1 o)
1785859238.455322 utf8_to_data: 41000020 -> (1 1  )
1785859238.455326 utf8_to_data: 4100003c -> (1 1 <)
1785859238.455331 utf8_to_data: 41000063 -> (1 1 c)
1785859238.455336 utf8_to_data: 4100006f -> (1 1 o)
1785859238.455339 utf8_to_data: 4100006d -> (1 1 m)
1785859238.455341 utf8_to_data: 4100006d -> (1 1 m)
1785859238.455344 utf8_to_data: 41000061 -> (1 1 a)
1785859238.455347 utf8_to_data: 4100006e -> (1 1 n)
1785859238.455351 utf8_to_data: 41000064 -> (1 1 d)
1785859238.455354 utf8_to_data: 4100003e -> (1 1 >)
1785859238.455357 utf8_to_data: 41000022 -> (1 1 ")
1785859238.455360 utf8_to_data: 4100002e -> (1 1 .)
1785859238.455364 /dev/pts/0: \033[H
1785859238.455369 /dev/pts/0: To run a command as administrator (user "root"), use "sudo <command>".
1785859238.455375 tty_draw_line: 139 to end of line (34 cleared)
1785859238.455378 tty_clear_line: /dev/pts/0, 139 at 70,0
1785859238.455381 /dev/pts/0: \033[K
1785859238.455387 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,1 at 0,1, width 209
1785859238.455392 tty_draw_line: px=0 py=1 nx=209 atx=0 aty=1
1785859238.455397 tty_draw_line: defaults: fg=8, bg=8
1785859238.455402 utf8_to_data: 41000053 -> (1 1 S)
1785859238.455408 utf8_to_data: 41000065 -> (1 1 e)
1785859238.455411 utf8_to_data: 41000065 -> (1 1 e)
1785859238.455415 utf8_to_data: 41000020 -> (1 1  )
1785859238.455419 utf8_to_data: 41000022 -> (1 1 ")
1785859238.455422 utf8_to_data: 4100006d -> (1 1 m)
1785859238.455426 utf8_to_data: 41000061 -> (1 1 a)
1785859238.455430 utf8_to_data: 4100006e -> (1 1 n)
1785859238.455433 utf8_to_data: 41000020 -> (1 1  )
1785859238.455444 utf8_to_data: 41000073 -> (1 1 s)
1785859238.455448 utf8_to_data: 41000075 -> (1 1 u)
1785859238.455451 utf8_to_data: 41000064 -> (1 1 d)
1785859238.455455 utf8_to_data: 4100006f -> (1 1 o)
1785859238.455459 utf8_to_data: 4100005f -> (1 1 _)
1785859238.455463 utf8_to_data: 41000072 -> (1 1 r)
1785859238.455467 utf8_to_data: 4100006f -> (1 1 o)
1785859238.455472 utf8_to_data: 4100006f -> (1 1 o)
1785859238.455476 utf8_to_data: 41000074 -> (1 1 t)
1785859238.455480 utf8_to_data: 41000022 -> (1 1 ")
1785859238.455486 utf8_to_data: 41000020 -> (1 1  )
1785859238.455490 utf8_to_data: 41000066 -> (1 1 f)
1785859238.455495 utf8_to_data: 4100006f -> (1 1 o)
1785859238.455500 utf8_to_data: 41000072 -> (1 1 r)
1785859238.455504 utf8_to_data: 41000020 -> (1 1  )
1785859238.455508 utf8_to_data: 41000064 -> (1 1 d)
1785859238.455628 utf8_to_data: 41000065 -> (1 1 e)
1785859238.455634 utf8_to_data: 41000074 -> (1 1 t)
1785859238.455638 utf8_to_data: 41000061 -> (1 1 a)
1785859238.455642 utf8_to_data: 41000069 -> (1 1 i)
1785859238.455646 utf8_to_data: 4100006c -> (1 1 l)
1785859238.455650 utf8_to_data: 41000073 -> (1 1 s)
1785859238.455655 utf8_to_data: 4100002e -> (1 1 .)
1785859238.455660 /dev/pts/0: \r
1785859238.455664 /dev/pts/0: \n
1785859238.455668 /dev/pts/0: See "man sudo_root" for details.
1785859238.455675 tty_draw_line: 177 to end of line (20 cleared)
1785859238.455681 tty_clear_line: /dev/pts/0, 177 at 32,1
1785859238.455685 /dev/pts/0: \033[K
1785859238.455690 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,2 at 0,2, width 209
1785859238.455694 tty_draw_line: px=0 py=2 nx=209 atx=0 aty=2
1785859238.455697 tty_draw_line: defaults: fg=8, bg=8
1785859238.455701 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455705 tty_clear_line: /dev/pts/0, 209 at 0,2
1785859238.455708 /dev/pts/0: \r
1785859238.455711 /dev/pts/0: \n
1785859238.455714 /dev/pts/0: \033[K
1785859238.455718 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,3 at 0,3, width 209
1785859238.455722 tty_draw_line: px=0 py=3 nx=209 atx=0 aty=3
1785859238.455726 tty_draw_line: defaults: fg=8, bg=8
1785859238.455729 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455733 tty_clear_line: /dev/pts/0, 209 at 0,3
1785859238.455736 /dev/pts/0: \r
1785859238.455739 /dev/pts/0: \n
1785859238.455742 /dev/pts/0: \033[K
1785859238.455748 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,4 at 0,4, width 209
1785859238.455752 tty_draw_line: px=0 py=4 nx=209 atx=0 aty=4
1785859238.455758 tty_draw_line: defaults: fg=8, bg=8
1785859238.455765 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455773 tty_clear_line: /dev/pts/0, 209 at 0,4
1785859238.455776 /dev/pts/0: \r
1785859238.455778 /dev/pts/0: \n
1785859238.455780 /dev/pts/0: \033[K
1785859238.455784 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,5 at 0,5, width 209
1785859238.455787 tty_draw_line: px=0 py=5 nx=209 atx=0 aty=5
1785859238.455790 tty_draw_line: defaults: fg=8, bg=8
1785859238.455793 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455797 tty_clear_line: /dev/pts/0, 209 at 0,5
1785859238.455799 /dev/pts/0: \r
1785859238.455801 /dev/pts/0: \n
1785859238.455803 /dev/pts/0: \033[K
1785859238.455809 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,6 at 0,6, width 209
1785859238.455814 tty_draw_line: px=0 py=6 nx=209 atx=0 aty=6
1785859238.455818 tty_draw_line: defaults: fg=8, bg=8
1785859238.455822 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455826 tty_clear_line: /dev/pts/0, 209 at 0,6
1785859238.455828 /dev/pts/0: \r
1785859238.455831 /dev/pts/0: \n
1785859238.455834 /dev/pts/0: \033[K
1785859238.455838 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,7 at 0,7, width 209
1785859238.455842 tty_draw_line: px=0 py=7 nx=209 atx=0 aty=7
1785859238.455846 tty_draw_line: defaults: fg=8, bg=8
1785859238.455849 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455853 tty_clear_line: /dev/pts/0, 209 at 0,7
1785859238.455856 /dev/pts/0: \r
1785859238.455858 /dev/pts/0: \n
1785859238.455861 /dev/pts/0: \033[K
1785859238.455866 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,8 at 0,8, width 209
1785859238.455877 tty_draw_line: px=0 py=8 nx=209 atx=0 aty=8
1785859238.455881 tty_draw_line: defaults: fg=8, bg=8
1785859238.455886 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455890 tty_clear_line: /dev/pts/0, 209 at 0,8
1785859238.455893 /dev/pts/0: \r
1785859238.455896 /dev/pts/0: \n
1785859238.455899 /dev/pts/0: \033[K
1785859238.455903 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,9 at 0,9, width 209
1785859238.455907 tty_draw_line: px=0 py=9 nx=209 atx=0 aty=9
1785859238.455910 tty_draw_line: defaults: fg=8, bg=8
1785859238.455914 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455919 tty_clear_line: /dev/pts/0, 209 at 0,9
1785859238.455925 /dev/pts/0: \r
1785859238.455945 /dev/pts/0: \n
1785859238.455949 /dev/pts/0: \033[K
1785859238.455953 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,10 at 0,10, width 209
1785859238.455956 tty_draw_line: px=0 py=10 nx=209 atx=0 aty=10
1785859238.455959 tty_draw_line: defaults: fg=8, bg=8
1785859238.455961 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455965 tty_clear_line: /dev/pts/0, 209 at 0,10
1785859238.455968 /dev/pts/0: \r
1785859238.455970 /dev/pts/0: \n
1785859238.455972 /dev/pts/0: \033[K
1785859238.455976 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,11 at 0,11, width 209
1785859238.455979 tty_draw_line: px=0 py=11 nx=209 atx=0 aty=11
1785859238.455982 tty_draw_line: defaults: fg=8, bg=8
1785859238.455985 tty_draw_line: 209 to end of line (0 cleared)
1785859238.455988 tty_clear_line: /dev/pts/0, 209 at 0,11
1785859238.455991 /dev/pts/0: \r
1785859238.455993 /dev/pts/0: \n
1785859238.455995 /dev/pts/0: \033[K
1785859238.455999 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,12 at 0,12, width 209
1785859238.456001 tty_draw_line: px=0 py=12 nx=209 atx=0 aty=12
1785859238.456004 tty_draw_line: defaults: fg=8, bg=8
1785859238.456007 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456010 tty_clear_line: /dev/pts/0, 209 at 0,12
1785859238.456012 /dev/pts/0: \r
1785859238.456015 /dev/pts/0: \n
1785859238.456018 /dev/pts/0: \033[K
1785859238.456021 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,13 at 0,13, width 209
1785859238.456025 tty_draw_line: px=0 py=13 nx=209 atx=0 aty=13
1785859238.456029 tty_draw_line: defaults: fg=8, bg=8
1785859238.456034 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456037 tty_clear_line: /dev/pts/0, 209 at 0,13
1785859238.456039 /dev/pts/0: \r
1785859238.456041 /dev/pts/0: \n
1785859238.456043 /dev/pts/0: \033[K
1785859238.456049 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,14 at 0,14, width 209
1785859238.456054 tty_draw_line: px=0 py=14 nx=209 atx=0 aty=14
1785859238.456056 tty_draw_line: defaults: fg=8, bg=8
1785859238.456059 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456380 tty_clear_line: /dev/pts/0, 209 at 0,14
1785859238.456392 /dev/pts/0: \r
1785859238.456396 /dev/pts/0: \n
1785859238.456401 /dev/pts/0: \033[K
1785859238.456406 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,15 at 0,15, width 209
1785859238.456411 tty_draw_line: px=0 py=15 nx=209 atx=0 aty=15
1785859238.456414 tty_draw_line: defaults: fg=8, bg=8
1785859238.456418 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456422 tty_clear_line: /dev/pts/0, 209 at 0,15
1785859238.456424 /dev/pts/0: \r
1785859238.456427 /dev/pts/0: \n
1785859238.456430 /dev/pts/0: \033[K
1785859238.456435 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,16 at 0,16, width 209
1785859238.456439 tty_draw_line: px=0 py=16 nx=209 atx=0 aty=16
1785859238.456442 tty_draw_line: defaults: fg=8, bg=8
1785859238.456446 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456450 tty_clear_line: /dev/pts/0, 209 at 0,16
1785859238.456453 /dev/pts/0: \r
1785859238.456455 /dev/pts/0: \n
1785859238.456458 /dev/pts/0: \033[K
1785859238.456463 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,17 at 0,17, width 209
1785859238.456467 tty_draw_line: px=0 py=17 nx=209 atx=0 aty=17
1785859238.456470 tty_draw_line: defaults: fg=8, bg=8
1785859238.456474 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456478 tty_clear_line: /dev/pts/0, 209 at 0,17
1785859238.456488 /dev/pts/0: \r
1785859238.456491 /dev/pts/0: \n
1785859238.456493 /dev/pts/0: \033[K
1785859238.456498 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,18 at 0,18, width 209
1785859238.456502 tty_draw_line: px=0 py=18 nx=209 atx=0 aty=18
1785859238.456505 tty_draw_line: defaults: fg=8, bg=8
1785859238.456509 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456513 tty_clear_line: /dev/pts/0, 209 at 0,18
1785859238.456516 /dev/pts/0: \r
1785859238.456518 /dev/pts/0: \n
1785859238.456521 /dev/pts/0: \033[K
1785859238.456526 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,19 at 0,19, width 209
1785859238.456530 tty_draw_line: px=0 py=19 nx=209 atx=0 aty=19
1785859238.456534 tty_draw_line: defaults: fg=8, bg=8
1785859238.456539 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456543 tty_clear_line: /dev/pts/0, 209 at 0,19
1785859238.456546 /dev/pts/0: \r
1785859238.456549 /dev/pts/0: \n
1785859238.456552 /dev/pts/0: \033[K
1785859238.456557 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,20 at 0,20, width 209
1785859238.456561 tty_draw_line: px=0 py=20 nx=209 atx=0 aty=20
1785859238.456564 tty_draw_line: defaults: fg=8, bg=8
1785859238.456568 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456571 tty_clear_line: /dev/pts/0, 209 at 0,20
1785859238.456574 /dev/pts/0: \r
1785859238.456577 /dev/pts/0: \n
1785859238.456579 /dev/pts/0: \033[K
1785859238.456584 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,21 at 0,21, width 209
1785859238.456588 tty_draw_line: px=0 py=21 nx=209 atx=0 aty=21
1785859238.456591 tty_draw_line: defaults: fg=8, bg=8
1785859238.456595 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456599 tty_clear_line: /dev/pts/0, 209 at 0,21
1785859238.456602 /dev/pts/0: \r
1785859238.456604 /dev/pts/0: \n
1785859238.456607 /dev/pts/0: \033[K
1785859238.456612 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,22 at 0,22, width 209
1785859238.456616 tty_draw_line: px=0 py=22 nx=209 atx=0 aty=22
1785859238.456619 tty_draw_line: defaults: fg=8, bg=8
1785859238.456623 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456627 tty_clear_line: /dev/pts/0, 209 at 0,22
1785859238.456630 /dev/pts/0: \r
1785859238.456634 /dev/pts/0: \n
1785859238.456638 /dev/pts/0: \033[K
1785859238.456642 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,23 at 0,23, width 209
1785859238.456645 tty_draw_line: px=0 py=23 nx=209 atx=0 aty=23
1785859238.456648 tty_draw_line: defaults: fg=8, bg=8
1785859238.456650 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456653 tty_clear_line: /dev/pts/0, 209 at 0,23
1785859238.456656 /dev/pts/0: \r
1785859238.456658 /dev/pts/0: \n
1785859238.456660 /dev/pts/0: \033[K
1785859238.456663 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,24 at 0,24, width 209
1785859238.456667 tty_draw_line: px=0 py=24 nx=209 atx=0 aty=24
1785859238.456669 tty_draw_line: defaults: fg=8, bg=8
1785859238.456672 tty_draw_line: 209 to end of line (0 cleared)
1785859238.456675 tty_clear_line: /dev/pts/0, 209 at 0,24
1785859238.456677 /dev/pts/0: \r
1785859238.456680 /dev/pts/0: \n
1785859238.456682 /dev/pts/0: \033[K
1785859238.456685 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,25 at 0,25, width 209
1785859238.456688 tty_draw_line: px=0 py=25 nx=209 atx=0 aty=25
1785859238.457286 tty_draw_line: defaults: fg=8, bg=8
1785859238.457298 tty_draw_line: 209 to end of line (0 cleared)
1785859238.457302 tty_clear_line: /dev/pts/0, 209 at 0,25
1785859238.457306 /dev/pts/0: \r
1785859238.457310 /dev/pts/0: \n
1785859238.457313 /dev/pts/0: \033[K
1785859238.457318 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,26 at 0,26, width 209
1785859238.457323 tty_draw_line: px=0 py=26 nx=209 atx=0 aty=26
1785859238.457326 tty_draw_line: defaults: fg=8, bg=8
1785859238.457330 tty_draw_line: 209 to end of line (0 cleared)
1785859238.457334 tty_clear_line: /dev/pts/0, 209 at 0,26
1785859238.457336 /dev/pts/0: \r
1785859238.457339 /dev/pts/0: \n
1785859238.457342 /dev/pts/0: \033[K
1785859238.457347 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,27 at 0,27, width 209
1785859238.457351 tty_draw_line: px=0 py=27 nx=209 atx=0 aty=27
1785859238.457366 tty_draw_line: defaults: fg=8, bg=8
1785859238.457369 tty_draw_line: 209 to end of line (0 cleared)
1785859238.457373 tty_clear_line: /dev/pts/0, 209 at 0,27
1785859238.457376 /dev/pts/0: \r
1785859238.457379 /dev/pts/0: \n
1785859238.457382 /dev/pts/0: \033[K
1785859238.457386 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,28 at 0,28, width 209
1785859238.457390 tty_draw_line: px=0 py=28 nx=209 atx=0 aty=28
1785859238.457394 tty_draw_line: defaults: fg=8, bg=8
1785859238.457398 tty_draw_line: 209 to end of line (0 cleared)
1785859238.457401 tty_clear_line: /dev/pts/0, 209 at 0,28
1785859238.457404 /dev/pts/0: \r
1785859238.457407 /dev/pts/0: \n
1785859238.457410 /dev/pts/0: \033[K
1785859238.457415 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,29 at 0,29, width 209
1785859238.457419 tty_draw_line: px=0 py=29 nx=209 atx=0 aty=29
1785859238.457422 tty_draw_line: defaults: fg=8, bg=8
1785859238.457426 tty_draw_line: 209 to end of line (0 cleared)
1785859238.457430 tty_clear_line: /dev/pts/0, 209 at 0,29
1785859238.457432 /dev/pts/0: \r
1785859238.457435 /dev/pts/0: \n
1785859238.457438 /dev/pts/0: \033[K
1785859238.457443 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,30 at 0,30, width 209
1785859238.457447 tty_draw_line: px=0 py=30 nx=209 atx=0 aty=30
1785859238.457450 tty_draw_line: defaults: fg=8, bg=8
1785859238.457454 tty_draw_line: 209 to end of line (0 cleared)
1785859238.457458 tty_clear_line: /dev/pts/0, 209 at 0,30
1785859238.457460 /dev/pts/0: \r
1785859238.457463 /dev/pts/0: \n
1785859238.457466 /dev/pts/0: \033[K
1785859238.457471 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,31 at 0,31, width 209
1785859238.457475 tty_draw_line: px=0 py=31 nx=209 atx=0 aty=31
1785859238.457478 tty_draw_line: defaults: fg=8, bg=8
1785859238.457482 tty_draw_line: 209 to end of line (0 cleared)
1785859238.457486 tty_clear_line: /dev/pts/0, 209 at 0,31
1785859238.457488 /dev/pts/0: \r
1785859238.457491 /dev/pts/0: \n
1785859238.457494 /dev/pts/0: \033[K
1785859238.457499 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,32 at 0,32, width 209
1785859238.457503 tty_draw_line: px=0 py=32 nx=209 atx=0 aty=32
1785859238.457506 tty_draw_line: defaults: fg=8, bg=8
1785859238.457510 tty_draw_line: 209 to end of line (0 cleared)
1785859238.457515 tty_clear_line: /dev/pts/0, 209 at 0,32
1785859238.457518 /dev/pts/0: \r
1785859238.457981 /dev/pts/0: \n
1785859238.457985 /dev/pts/0: \033[K
1785859238.457990 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,33 at 0,33, width 209
1785859238.457995 tty_draw_line: px=0 py=33 nx=209 atx=0 aty=33
1785859238.457998 tty_draw_line: defaults: fg=8, bg=8
1785859238.458002 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458006 tty_clear_line: /dev/pts/0, 209 at 0,33
1785859238.458009 /dev/pts/0: \r
1785859238.458012 /dev/pts/0: \n
1785859238.458014 /dev/pts/0: \033[K
1785859238.458019 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,34 at 0,34, width 209
1785859238.458023 tty_draw_line: px=0 py=34 nx=209 atx=0 aty=34
1785859238.458026 tty_draw_line: defaults: fg=8, bg=8
1785859238.458030 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458034 tty_clear_line: /dev/pts/0, 209 at 0,34
1785859238.458036 /dev/pts/0: \r
1785859238.458039 /dev/pts/0: \n
1785859238.458042 /dev/pts/0: \033[K
1785859238.458047 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,35 at 0,35, width 209
1785859238.458051 tty_draw_line: px=0 py=35 nx=209 atx=0 aty=35
1785859238.458054 tty_draw_line: defaults: fg=8, bg=8
1785859238.458059 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458083 tty_clear_line: /dev/pts/0, 209 at 0,35
1785859238.458086 /dev/pts/0: \r
1785859238.458088 /dev/pts/0: \n
1785859238.458091 /dev/pts/0: \033[K
1785859238.458096 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,36 at 0,36, width 209
1785859238.458100 tty_draw_line: px=0 py=36 nx=209 atx=0 aty=36
1785859238.458103 tty_draw_line: defaults: fg=8, bg=8
1785859238.458107 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458111 tty_clear_line: /dev/pts/0, 209 at 0,36
1785859238.458114 /dev/pts/0: \r
1785859238.458123 /dev/pts/0: \n
1785859238.458126 /dev/pts/0: \033[K
1785859238.458131 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,37 at 0,37, width 209
1785859238.458135 tty_draw_line: px=0 py=37 nx=209 atx=0 aty=37
1785859238.458138 tty_draw_line: defaults: fg=8, bg=8
1785859238.458142 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458147 tty_clear_line: /dev/pts/0, 209 at 0,37
1785859238.458173 /dev/pts/0: \r
1785859238.458177 /dev/pts/0: \n
1785859238.458180 /dev/pts/0: \033[K
1785859238.458185 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,38 at 0,38, width 209
1785859238.458188 tty_draw_line: px=0 py=38 nx=209 atx=0 aty=38
1785859238.458191 tty_draw_line: defaults: fg=8, bg=8
1785859238.458194 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458197 tty_clear_line: /dev/pts/0, 209 at 0,38
1785859238.458200 /dev/pts/0: \r
1785859238.458203 /dev/pts/0: \n
1785859238.458207 /dev/pts/0: \033[K
1785859238.458213 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,39 at 0,39, width 209
1785859238.458217 tty_draw_line: px=0 py=39 nx=209 atx=0 aty=39
1785859238.458221 tty_draw_line: defaults: fg=8, bg=8
1785859238.458224 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458228 tty_clear_line: /dev/pts/0, 209 at 0,39
1785859238.458231 /dev/pts/0: \r
1785859238.458234 /dev/pts/0: \n
1785859238.458237 /dev/pts/0: \033[K
1785859238.458243 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,40 at 0,40, width 209
1785859238.458248 tty_draw_line: px=0 py=40 nx=209 atx=0 aty=40
1785859238.458252 tty_draw_line: defaults: fg=8, bg=8
1785859238.458257 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458260 tty_clear_line: /dev/pts/0, 209 at 0,40
1785859238.458263 /dev/pts/0: \r
1785859238.458266 /dev/pts/0: \n
1785859238.458269 /dev/pts/0: \033[K
1785859238.458274 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,41 at 0,41, width 209
1785859238.458277 tty_draw_line: px=0 py=41 nx=209 atx=0 aty=41
1785859238.458281 tty_draw_line: defaults: fg=8, bg=8
1785859238.458285 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458288 tty_clear_line: /dev/pts/0, 209 at 0,41
1785859238.458291 /dev/pts/0: \r
1785859238.458294 /dev/pts/0: \n
1785859238.458297 /dev/pts/0: \033[K
1785859238.458301 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,42 at 0,42, width 209
1785859238.458305 tty_draw_line: px=0 py=42 nx=209 atx=0 aty=42
1785859238.458309 tty_draw_line: defaults: fg=8, bg=8
1785859238.458312 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458316 tty_clear_line: /dev/pts/0, 209 at 0,42
1785859238.458319 /dev/pts/0: \r
1785859238.458322 /dev/pts/0: \n
1785859238.458325 /dev/pts/0: \033[K
1785859238.458330 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,43 at 0,43, width 209
1785859238.458334 tty_draw_line: px=0 py=43 nx=209 atx=0 aty=43
1785859238.458339 tty_draw_line: defaults: fg=8, bg=8
1785859238.458344 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458348 tty_clear_line: /dev/pts/0, 209 at 0,43
1785859238.458350 /dev/pts/0: \r
1785859238.458353 /dev/pts/0: \n
1785859238.458356 /dev/pts/0: \033[K
1785859238.458361 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,44 at 0,44, width 209
1785859238.458366 tty_draw_line: px=0 py=44 nx=209 atx=0 aty=44
1785859238.458370 tty_draw_line: defaults: fg=8, bg=8
1785859238.458375 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458380 tty_clear_line: /dev/pts/0, 209 at 0,44
1785859238.458384 /dev/pts/0: \r
1785859238.458388 /dev/pts/0: \n
1785859238.458392 /dev/pts/0: \033[K
1785859238.458397 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,45 at 0,45, width 209
1785859238.458401 tty_draw_line: px=0 py=45 nx=209 atx=0 aty=45
1785859238.458404 tty_draw_line: defaults: fg=8, bg=8
1785859238.458408 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458411 tty_clear_line: /dev/pts/0, 209 at 0,45
1785859238.458414 /dev/pts/0: \r
1785859238.458417 /dev/pts/0: \n
1785859238.458420 /dev/pts/0: \033[K
1785859238.458425 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,46 at 0,46, width 209
1785859238.458430 tty_draw_line: px=0 py=46 nx=209 atx=0 aty=46
1785859238.458440 tty_draw_line: defaults: fg=8, bg=8
1785859238.458445 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458448 tty_clear_line: /dev/pts/0, 209 at 0,46
1785859238.458451 /dev/pts/0: \r
1785859238.458455 /dev/pts/0: \n
1785859238.458458 /dev/pts/0: \033[K
1785859238.458465 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,47 at 0,47, width 209
1785859238.458470 tty_draw_line: px=0 py=47 nx=209 atx=0 aty=47
1785859238.458475 tty_draw_line: defaults: fg=8, bg=8
1785859238.458481 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458485 tty_clear_line: /dev/pts/0, 209 at 0,47
1785859238.458489 /dev/pts/0: \r
1785859238.458492 /dev/pts/0: \n
1785859238.458495 /dev/pts/0: \033[K
1785859238.458500 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,48 at 0,48, width 209
1785859238.458698 tty_draw_line: px=0 py=48 nx=209 atx=0 aty=48
1785859238.458704 tty_draw_line: defaults: fg=8, bg=8
1785859238.458708 tty_draw_line: 209 to end of line (0 cleared)
1785859238.458712 tty_clear_line: /dev/pts/0, 209 at 0,48
1785859238.458715 /dev/pts/0: \r
1785859238.458718 /dev/pts/0: \n
1785859238.458721 /dev/pts/0: \033[K
